tariff,description,uom,mfn,gt,aut,nzt,ccct,ldct,gpt,ust,mt,must,ciat,ct,crt,it,nt,slt,pt,colt,jt,pat,hnt,krt,ceut,uat,cptpt
0204.21.00,Carcasses and half-carcasses,,Free,,,,Free,Free,Free,Free,Free,,Free,Free,Free,Free,,,Free,Free,Free,Free,Free,Free,Free,Free,Free
0204.21.00.00,Carcasses and half-carcasses,KGM,Free,,,,Free,Free,Free,Free,Free,,Free,Free,Free,Free,,,Free,Free,Free,Free,Free,Free,Free,Free,Free
0204.22.00,Other cuts with bone in,,Free,,Free,Free,Free,Free,Free,Free,Free,,Free,Free,Free,Free,,,Free,Free,Free,Free,Free,Free,Free,Free,Free
0204.22.00.00,Other cuts with bone in,KGM,Free,,Free,Free,Free,Free,Free,Free,Free,,Free,Free,Free,Free,,,Free,Free,Free,Free,Free,Free,Free,Free,Free
0204.23.00,Boneless,,Free,,,,Free,Free,Free,Free,Free,,Free,Free,Free,Free,,,Free,Free,Free,Free,Free,Free,Free,Free,Free
0204.23.00.00,Boneless,KGM,Free,,,,Free,Free,Free,Free,Free,,Free,Free,Free,Free,,,Free,Free,Free,Free,Free,Free,Free,Free,Free
0204.30.00,"Carcasses and half-carcasses of lamb, frozen",,Free,,Free,Free,Free,Free,Free,Free,Free,,Free,Free,Free,Free,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free
0204.30.00.00,"Carcasses and half-carcasses of lamb, frozen",KGM,Free,,Free,Free,Free,Free,Free,Free,Free,,Free,Free,Free,Free,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free
0204.4,"Other meat of sheep, frozen:",,,,,,,,,,,,,,,,,,,,,,,,,,
0204.41.00.00,Carcasses and half-carcasses,KGM,2 %,,Free,Free,Free,Free,Free,Free,Free,,,Free,Free,Free,,,Free,Free,Free,Free,Free,Free,Free,Free,Free
0204.42,Other cuts with bone in,,,,,,,,,,,,,,,,,,,,,,,,,,
0204.42.10,Of lamb,,Free,,,,Free,Free,Free,Free,Free,,Free,Free,Free,Free,,,Free,Free,Free,Free,Free,Free,Free,Free,Free
0204.42.10.00,Of lamb,KGM,Free,,,,Free,Free,Free,Free,Free,,Free,Free,Free,Free,,,Free,Free,Free,Free,Free,Free,Free,Free,Free
0204.42.20.00,Of mutton,KGM,2 %,,Free,Free,Free,Free,Free,Free,Free,,,Free,Free,Free,,,Free,Free,Free,Free,Free,Free,Free,Free,Free
0204.43,Boneless,,,,,,,,,,,,,,,,,,,,,,,,,,
0204.43.10,Of lamb,,Free,,,,Free,Free,Free,Free,Free,,Free,Free,Free,Free,,,Free,Free,Free,Free,Free,Free,Free,Free,Free
0204.43.10.00,Of lamb,KGM,Free,,,,Free,Free,Free,Free,Free,,Free,Free,Free,Free,,,Free,Free,Free,Free,Free,Free,Free,Free,Free
0204.43.20.00,Of mutton,KGM,2.5 %,,Free,Free,Free,Free,Free,Free,Free,,,Free,Free,Free,,,Free,Free,Free,Free,Free,Free,Free,Free,Free
0204.50.00,Meat of goats,,Free,,,,Free,Free,Free,Free,Free,,Free,Free,Free,Free,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free
0204.50.00.00,Meat of goats,KGM,Free,,,,Free,Free,Free,Free,Free,,Free,Free,Free,Free,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free
0205.00.00,"Meat of horses, asses, mules or hinnies, fresh, chilled or frozen.",,Free,,,,Free,Free,Free,Free,Free,,Free,Free,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free
0205.00.00.00,"Meat of horses, asses, mules or hinnies, fresh, chilled or frozen.",KGM,Free,,,,Free,Free,Free,Free,Free,,Free,Free,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free
02.06,"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen.",,,,,,,,,,,,,,,,,,,,,,,,,,
0206.10.00,"Of bovine animals, fresh or chilled",,Free,,,,Free,Free,Free,Free,Free,,Free,Free,Free,,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free
0206.10.00.00,"Of bovine animals, fresh or chilled",KGM,Free,,,,Free,Free,Free,Free,Free,,Free,Free,Free,,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free
0206.2,"Of bovine animals, frozen:",,,,,,,,,,,,,,,,,,,,,,,,,,
0206.21.00,Tongues,,Free,,,,Free,Free,Free,Free,Free,,Free,Free,Free,,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free
0206.21.00.00,Tongues,KGM,Free,,,,Free,Free,Free,Free,Free,,Free,Free,Free,,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free
0206.22.00,Livers,,Free,,,,Free,Free,Free,Free,Free,,Free,Free,Free,,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free
0206.22.00.00,Livers,KGM,Free,,,,Free,Free,Free,Free,Free,,Free,Free,Free,,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free
0206.29.00,Other,,Free,,,,Free,Free,Free,Free,Free,,Free,Free,Free,,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free
0206.29.00.00,Other,KGM,Free,,,,Free,Free,Free,Free,Free,,Free,Free,Free,,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free
0206.30.00,"Of swine, fresh or chilled",,Free,,,,Free,Free,Free,Free,Free,,Free,Free,Free,,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free
0206.30.00.00,"Of swine, fresh or chilled",KGM,Free,,,,Free,Free,Free,Free,Free,,Free,Free,Free,,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free
0206.4,"Of swine, frozen:",,,,,,,,,,,,,,,,,,,,,,,,,,
0206.41.00,Livers,,Free,,,,Free,Free,Free,Free,Free,,Free,Free,Free,,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free
0206.41.00.00,Livers,KGM,Free,,,,Free,Free,Free,Free,Free,,Free,Free,Free,,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free
0206.49.00,Other,,Free,,,,Free,Free,Free,Free,Free,,Free,Free,Free,,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free
0206.49.00.00,Other,KGM,Free,,,,Free,Free,Free,Free,Free,,Free,Free,Free,,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free
0206.80.00,"Other, fresh or chilled",,Free,,,,Free,Free,Free,Free,Free,,Free,Free,Free,,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free
0206.80.00.00,"Other, fresh or chilled",KGM,Free,,,,Free,Free,Free,Free,Free,,Free,Free,Free,,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free
0206.90.00,"Other, frozen",,Free,,,,Free,Free,Free,Free,Free,,Free,Free,Free,,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free
0206.90.00.00,"Other, frozen",KGM,Free,,,,Free,Free,Free,Free,Free,,Free,Free,Free,,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free
02.07,"Meat and edible offal, of the poultry of heading 01.05, fresh, chilled or frozen.",,,,,,,,,,,,,,,,,,,,,,,,,,
0207.1,Of fowls of the species Gallus domesticus:,,,,,,,,,,,,,,,,,,,,,,,,,,
0207.11,"Not cut in pieces, fresh or chilled",,,,,,,,,,,,,,,,,,,,,,,,,,
0207.11.10.00,Spent fowl,KGM,8 %,,,,Free,Free,5 %,Free,,,,Free,Free,,Free,,Free,Free,Free,,Free,Free,Free,Free,4 %
0207.11.9,Other:,,,,,,,,,,,,,,,,,,,,,,,,,,
0207.11.91.00,Within access commitment,KGM,5 % but not less than 4.74 ¢/kg or more than 9.48 ¢/kg,,,,Free,Free,,Free,,,,Free,,,Free,,Free,Free,Free,,,,Free,Free,Free
0207.11.92.00,Over access commitment,KGM,238 % but not less than $1.67/kg,,,,,,,,,,,,,,,,,,,,,,,,
0207.12,"Not cut in pieces, frozen",,,,,,,,,,,,,,,,,,,,,,,,,,
0207.12.10.00,Spent fowl,KGM,8 %,,,,Free,Free,5 %,Free,,,,Free,Free,,Free,,Free,Free,Free,,Free,Free,Free,Free,5.5 %
0207.12.9,Other:,,,,,,,,,,,,,,,,,,,,,,,,,,
0207.12.91.00,Within access commitment,KGM,5 % but not less than 4.74 ¢/kg or more than 9.48 ¢/kg,,,,Free,Free,,Free,,,,Free,,,Free,,Free,Free,Free,,,,Free,Free,Free
0207.12.92.00,Over access commitment,KGM,238 % but not less than $1.67/kg,,,,,,,,,,,,,,,,,,,,,,,,
0207.13,"Cuts and offal, fresh or chilled",,,,,,,,,,,,,,,,,,,,,,,,,,
0207.13.10.00,Spent fowl,KGM,4 %,,,,Free,Free,4 %,Free,,,,Free,Free,,Free,,Free,Free,Free,,Free,Free,Free,Free,2.5 %
0207.13.9,Other:,,,,,,,,,,,,,,,,,,,,,,,,,,
0207.13.91.00,Within access commitment,KGM,5 % but not less than 4.74 ¢/kg or more than 9.48 ¢/kg,,,,Free,Free,,Free,,,,Free,,,Free,,Free,Free,Free,,,,Free,Free,Free
0207.13.92.00,"Over access commitment, bone in",KGM,249 % but not less than $3.78/kg,,,,,,,,,,,,,,,,,,,,,,,,
0207.13.93.00,"Over access commitment, boneless",KGM,249 % but not less than $6.74/kg,,,,,,,,,,,,,,,,,,,,,,,,
0207.14,"Cuts and offal, frozen",,,,,,,,,,,,,,,,,,,,,,,,,,
0207.14.10,Spent fowl,,9 %,,,,Free,Free,5 %,Free,,,,Free,Free,,Free,,Free,Free,Free,,Free,Free,Free,Free,6.5 %
0207.14.10.10,Leg quarters,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
0207.14.10.20,"Legs, excluding leg quarters",KGM,,,,,,,,,,,,,,,,,,,,,,,,,
0207.14.10.30,"Wings, wing tips or parts thereof",KGM,,,,,,,,,,,,,,,,,,,,,,,,,
0207.14.10.40,Offal,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
0207.14.10.90,Other,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
0207.14.2,Livers:,,,,,,,,,,,,,,,,,,,,,,,,,,
0207.14.21,Within access commitment,,Free,,,,Free,Free,Free,Free,,,Free,Free,Free,,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free
0207.14.21.00,Within access commitment,KGM,Free,,,,Free,Free,Free,Free,,,Free,Free,Free,,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free
0207.14.22.00,Over access commitment,KGM,238 % but not less than $6.45/kg,,,,,,,,,,,,,,,,,,,,,,,,
0207.14.9,Other:,,,,,,,,,,,,,,,,,,,,,,,,,,
0207.14.91,Within access commitment,,5 % but not less than 4.74 ¢/kg or more than 9.48 ¢/kg,,,,Free,Free,,Free,,,,Free,,,Free,,Free,Free,Free,,,,Free,Free,Free
0207.14.91.10,Leg quarters,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
0207.14.91.20,"Legs, excluding leg quarters",KGM,,,,,,,,,,,,,,,,,,,,,,,,,
0207.14.91.30,"Wings, wing tips or parts thereof",KGM,,,,,,,,,,,,,,,,,,,,,,,,,
0207.14.91.4,Offal:,,,,,,,,,,,,,,,,,,,,,,,,,,
0207.14.91.41,Feet,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
0207.14.91.49,Other,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
0207.14.91.90,Other,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
0207.14.92.00,"Over access commitment, bone in",KGM,249 % but not less than $3.78/kg,,,,,,,,,,,,,,,,,,,,,,,,
0207.14.93.00,"Over access commitment, boneless",KGM,249 % but not less than $6.74/kg,,,,,,,,,,,,,,,,,,,,,,,,
0207.2,Of turkeys:,,,,,,,,,,,,,,,,,,,,,,,,,,
0207.24,"Not cut in pieces, fresh or chilled",,,,,,,,,,,,,,,,,,,,,,,,,,
0207.24.1,Canner pack:,,,,,,,,,,,,,,,,,,,,,,,,,,
0207.24.11.00,Within access commitment,KGM,5 % but not less than 4.74 ¢/kg or more than 9.48 ¢/kg,,,,Free,Free,,Free,,,,Free,,,Free,,Free,Free,Free,Free,,,Free,Free,Free
0207.24.12.00,Over access commitment,KGM,154.5 % but not less than $2.11/kg,,,,,,,,,,,,,,,,,,,,,,,,
0207.24.9,Other:,,,,,,,,,,,,,,,,,,,,,,,,,,
0207.24.91.00,Within access commitment,KGM,5 % but not less than 4.74 ¢/kg or more than 9.48 ¢/kg,,,,Free,Free,,Free,,,,Free,,,Free,,Free,Free,Free,Free,,,Free,Free,Free
0207.24.92.00,Over access commitment,KGM,154.5 % but not less than $1.95/kg,,,,,,,,,,,,,,,,,,,,,,,,
0207.25,"Not cut in pieces, frozen",,,,,,,,,,,,,,,,,,,,,,,,,,
0207.25.1,Canner pack:,,,,,,,,,,,,,,,,,,,,,,,,,,
0207.25.11.00,Within access commitment,KGM,5 % but not less than 4.74 ¢/kg or more than 9.48 ¢/kg,,,,Free,Free,,Free,,,,Free,,,Free,,Free,Free,Free,Free,,,Free,Free,Free
0207.25.12.00,Over access commitment,KGM,154.5 % but not less than $2.11/kg,,,,,,,,,,,,,,,,,,,,,,,,
0207.25.9,Other:,,,,,,,,,,,,,,,,,,,,,,,,,,
0207.25.91.00,Within access commitment,KGM,5 % but not less than 4.74 ¢/kg or more than 9.48 ¢/kg,,,,Free,Free,,Free,,,,Free,,,Free,,Free,Free,Free,Free,,,Free,Free,Free
0207.25.92.00,Over access commitment,KGM,154.5 % but not less than $1.95/kg,,,,,,,,,,,,,,,,,,,,,,,,
0207.42.00.00,"Not cut in pieces, frozen",KGM,5.5 %,,,,Free,Free,5 %,Free,Free,,,Free,Free,,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free
0207.43.00,"Fatty livers, fresh or chilled",,Free,,,,Free,Free,Free,Free,Free,,Free,Free,Free,,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free
0207.43.00.00,"Fatty livers, fresh or chilled",KGM,Free,,,,Free,Free,Free,Free,Free,,Free,Free,Free,,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free
0207.44.00.00,"Other, fresh or chilled",KGM,4 %,,,,Free,Free,4 %,Free,,,,Free,Free,,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free
0207.45,"Other, frozen",,,,,,,,,,,,,,,,,,,,,,,,,,
0207.45.10,Livers,,Free,,,,Free,Free,Free,Free,,,Free,Free,Free,,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free
0207.45.10.00,Livers,KGM,Free,,,,Free,Free,Free,Free,,,Free,Free,Free,,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free
0207.45.90.00,Other,KGM,4.5 %,,,,Free,Free,4.5 %,Free,Free,,,Free,Free,,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free
0207.5,Of geese:,,,,,,,,,,,,,,,,,,,,,,,,,,
0207.51.00.00,"Not cut in pieces, fresh or chilled",KGM,8 %,,,,Free,Free,5 %,Free,,,,Free,Free,,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free
0207.52.00.00,"Not cut in pieces, frozen",KGM,5.5 %,,,,Free,Free,5 %,Free,Free,,,Free,Free,,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free
0207.53.00,"Fatty livers, fresh or chilled",,Free,,,,Free,Free,Free,Free,Free,,Free,Free,Free,,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free
0207.53.00.00,"Fatty livers, fresh or chilled",KGM,Free,,,,Free,Free,Free,Free,Free,,Free,Free,Free,,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free
0208.10.00,Of rabbits or hares,,Free,,,,Free,Free,Free,Free,Free,,Free,Free,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free
0208.10.00.00,Of rabbits or hares,KGM,Free,,,,Free,Free,Free,Free,Free,,Free,Free,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free
0208.30.00,Of primates,,Free,,,,Free,Free,Free,Free,Free,,Free,Free,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free
0208.30.00.00,Of primates,KGM,Free,,,,Free,Free,Free,Free,Free,,Free,Free,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free
0208.40,"Of whales, dolphins and porpoises (mammals of the order Cetecea); of manatees and dugongs (mammals of the order Sirenia); of seals, sea lions and walruses (mammals of the suborder Pinnipedia)",,,,,,,,,,,,,,,,,,,,,,,,,,
0208.40.10,Of whales,,Free,,,,Free,Free,Free,Free,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
0208.40.10.00,Of whales,KGM,Free,,,,Free,Free,Free,Free,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
0208.40.90,Other,,Free,,,,Free,Free,Free,Free,Free,,Free,Free,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free
0208.40.90.00,Other,KGM,Free,,,,Free,Free,Free,Free,Free,,Free,Free,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free
0208.50.00,Of reptiles (including snakes and turtles),,Free,,,,Free,Free,Free,Free,Free,,Free,Free,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free
0208.50.00.00,Of reptiles (including snakes and turtles),KGM,Free,,,,Free,Free,Free,Free,Free,,Free,Free,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free
0208.60.00,Of camels and other camelids (Camelidae),,Free,,,,Free,Free,Free,Free,Free,,Free,Free,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free
0208.60.00.00,Of camels and other camelids (Camelidae),KGM,Free,,,,Free,Free,Free,Free,Free,,Free,Free,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free
0210.11.00.00,"Hams, shoulders and cuts thereof, with bone in",KGM,Free,,,,Free,Free,Free,Free,Free,,Free,Free,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free
0210.12.00,Bellies (streaky) and cuts thereof,,Free,,,,Free,Free,Free,Free,Free,,Free,Free,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
0210.12.00.00,Bellies (streaky) and cuts thereof,KGM,Free,,,,Free,Free,Free,Free,Free,,Free,Free,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
0210.19.00,Other,,Free,,,,Free,Free,Free,Free,Free,,Free,Free,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
0210.19.00.00,Other,KGM,Free,,,,Free,Free,Free,Free,Free,,Free,Free,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
0210.20.00,Meat of bovine animals,,Free,,,,Free,Free,Free,Free,Free,,Free,Free,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
0210.20.00.00,Meat of bovine animals,KGM,Free,,,,Free,Free,Free,Free,Free,,Free,Free,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
0210.9,"Other, including edible flours and meals of meat or meat offal:",,,,,,,,,,,,,,,,,,,,,,,,,,
0210.91.00,Of primates,,Free,,,,Free,Free,Free,Free,Free,,Free,Free,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free
0210.91.00.00,Of primates,KGM,Free,,,,Free,Free,Free,Free,Free,,Free,Free,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free
0210.92.00,"Of whales, dolphins and porpoises (mammals of the order Cetacea); of manatees and dugongs (mammals of the order Sirenia); of seals, sea lions and walruses (mammals of the suborder Pinnipedia)",,Free,,,,Free,Free,Free,Free,Free,,Free,Free,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free
0210.92.00.00,"Of whales, dolphins and porpoises (mammals of the order Cetacea); of manatees and dugongs (mammals of the order Sirenia); of seals, sea lions and walruses (mammals of the suborder Pinnipedia)",KGM,Free,,,,Free,Free,Free,Free,Free,,Free,Free,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free
0210.93.00,Of reptiles (including snakes and turtles),,Free,,,,Free,Free,Free,Free,Free,,Free,Free,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free
0303.41.00.00,Albacore or longfinned tunas (Thunnus alalunga),KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
0303.42.00,Yellowfin tunas (Thunnus albacares),,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
0303.42.00.00,Yellowfin tunas (Thunnus albacares),KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
0303.43.00,Skipjack or stripe-bellied bonito,,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
0303.43.00.00,Skipjack or stripe-bellied bonito,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
0303.44.00,Bigeye tunas (Thunnus obesus),,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
0303.44.00.00,Bigeye tunas (Thunnus obesus),KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
0303.45.00,"Atlantic and Pacific bluefin tunas (Thunnus thynnus, Thunnus orientalis)",,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
0303.45.00.00,"Atlantic and Pacific bluefin tunas (Thunnus thynnus, Thunnus orientalis)",KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
0303.46.00,Southern bluefin tunas (Thunnus maccoyii),,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
0303.46.00.00,Southern bluefin tunas (Thunnus maccoyii),KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
0303.49.00,Other,,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
0306.12.10.00,Smoked,KGM,4 %,,,,Free,Free,3 %,Free,Free,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
0306.12.90,Other,,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
0306.12.90.00,Other,KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
0306.14,Crabs,,,,,,,,,,,,,,,,,,,,,,,,,,
0306.14.10,King or snow for processing,,Free,,,,Free,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
0306.14.10.00,King or snow for processing,KGM,Free,,,,Free,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
0306.14.90,Other,,5 %,,,,Free,Free,,Free,Free,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
0306.14.90.10,King,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
0306.14.90.20,Snow,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
0306.14.90.30,Dungeness,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
0306.14.90.90,Other,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
0306.15.00.00,Norway lobsters (Nephrops norvegicus),KGM,5 %,,,,Free,Free,,Free,Free,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
0306.16.00,"Cold-water shrimps and prawns (Pandalus spp., Crangon crangon)",,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
0306.16.00.00,"Cold-water shrimps and prawns (Pandalus spp., Crangon crangon)",KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
0306.32.00.90,Other,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
0306.33.00.00,Crabs,KGM,5 %,,,,Free,Free,,Free,Free,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
0306.34.00.00,Norway lobsters (Nephrops norvegicus),KGM,5 %,,,,Free,Free,,Free,Free,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
0306.35.00,"Cold-water shrimps and prawns (Pandalus spp., Crangon crangon)",,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
0306.35.00.00,"Cold-water shrimps and prawns (Pandalus spp., Crangon crangon)",KGM,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
0306.36.00,Other shrimps and prawns,,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
0306.36.00.10,In shell,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
0306.36.00.20,Shelled,KGM,,,,,,,,,,,,,,,,,,,,,,,,,
0306.39.00.00,"Other, including flours, meals and pellets of crustaceans, fit for human consumption",KGM,5 %,,,,Free,Free,,Free,Free,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
0306.9,Other:,,,,,,,,,,,,,,,,,,,,,,,,,,
0306.91.00.00,"Rock lobster and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.)",KGM,5 %,,,,Free,Free,,Free,Free,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
0306.92,Lobsters (Homarus spp.),,,,,,,,,,,,,,,,,,,,,,,,,,
0306.92.10.00,Smoked,KGM,4 %,,,,Free,Free,3 %,Free,Free,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
0306.92.90,Other,,Free,,,,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free,Free
0207.26,"Cuts and offal, fresh or chilled",,,,,,,,,,,,,,,,,,,,,,,,,,
0207.26.10.00,Within access commitment,KGM,5 % but not less than 4.74 ¢/kg or more than 9.48 ¢/kg,,,,Free,Free,,Free,,,,Free,,,Free,,Free,Free,Free,Free,,,Free,Free,Free
0207.26.20.00,"Over access commitment, bone in",KGM,165 % but not less than $2.94/kg,,,,,,,,,,,,,,,,,,,,,,,,
0207.26.30.00,"Over access commitment, boneless",KGM,165 % but not less than $4.82/kg,,,,,,,,,,,,,,,,,,,,,,,,
0207.27,"Cuts and offal, frozen",,,,,,,,,,,,,,,,,,,,,,,,,,
0207.27.1,Livers:,,,,,,,,,,,,,,,,,,,,,,,,,,
0207.27.11,Within access commitment,,Free,,,,Free,Free,Free,Free,,,Free,Free,Free,,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free
0207.27.11.00,Within access commitment,KGM,Free,,,,Free,Free,Free,Free,,,Free,Free,Free,,Free,,Free,Free,Free,Free,Free,Free,Free,Free,Free
