|TARIFF|,|EFF_DATE|,|CHANGE|,|SUB_CHAP|,|DESC1|,|DESC2|,|DESC3|,|FOOTNOTE|,|UOM|,|MFN|,|GT|,|AUT|,|NZT|,|CCCT|,|LDCT|,|GPT|,|UST|,|MT|,|MUST|,|CIAT|,|CT|,|CRT|,|IT|,|NT|,|SLT|,|PT|,|COLT|,|JT|,|PAT|,|HNT|,|KRT|,|CEUT|,|UAT|,|CPTPT|,|row_id|
|0106.32.00|,9/1/2019 0:00:00,0.00,||,|Psittaciformes (including parrots, parakeets, macaws and cockatoos)|,,,||,||,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,||,|Free|,|Free|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,359
|01.01|,1/1/1998 0:00:00,0.00,||,|Live horses, asses, mules and hinnies.|,,,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,252
|0307.39.10|,1/1/2019 0:00:00,0.00,,|Smoked|,,,,,|4%|,,,,|Free|,|Free|,|3 %|,|Free|,|Free|,|Free|,,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,18443
|2202.99.33|,1/1/2019 0:00:00,0.00,,|Other, containing 50% or more by weight of dairy content, not put up for retail sale, over access commitment|,,,,,|256 % but not less than $36.67/hl|,,,,,,,,,,,,,,,,,,,,,,,,,18444
|3402.20.10|,1/1/2019 0:00:00,0.00,,|Automatic dishwasher detergents|,,,,,|6.5 %|,,,,|Free|,|Free|,|3 %|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,18445
|8302.41.10|,1/1/2019 0:00:00,0.00,,|Bar or rod type door exit devices, for commercial, institutional or industrial applications;
For use in the manufacture or repair of rotary gear window operators;
Rotary gear window operators;
Snub-guides, lever-lock operators, torsion bars and centre hooks for lever-lock or rotary gear window operators, sash locks (excluding peg locks) and keepers for key-operated security locks or sash locks (excluding peg-locks), for use in the manufacture of casement or awning windows|,,,,,|Free|,,,,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,18446
|8507.20.10|,1/1/2019 0:00:00,0.00,,|For use in the initial installation of smoke, fire or gas detection and alarm systems manufactured in Canada, including power supply panels and modules for those systems|,,,,,|Free|,,,,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,18447
|8482.99.90.10|,1/1/2017 0:00:00,0.00,,|Of ball bearings|,,,,|-|,,,,,,,,,,,,,,,,,,,,,,,,,,18448
|0106.32.00.00|,1/1/2002 0:00:00,0.00,||,|Psittaciformes (including parrots, parakeets, macaws and cockatoos)|,,,||,|NMB|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,||,|Free|,|Free|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,360
|0106.33.00|,9/1/2019 0:00:00,0.00,||,|Ostriches; emus (Dromaius novaehollandiae)|,,,||,||,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,||,|Free|,|Free|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,361
|0106.33.00.00|,1/1/2012 0:00:00,0.00,||,|Ostriches; emus (Dromaius novaehollandiae)|,,,||,|NMB|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,||,|Free|,|Free|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,362
|0106.39.00|,9/1/2019 0:00:00,0.00,||,|Other|,,,||,||,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,||,|Free|,|Free|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,363
|0106.39.00.10|,1/1/2002 0:00:00,0.00,||,|Pet or song birds|,,,||,|NMB|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,364
|0106.39.00.90|,1/1/2002 0:00:00,0.00,||,|Other|,,,||,|NMB|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,365
|0106.4|,1/1/2012 0:00:00,0.00,,|Insects:|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366
|0106.41.00|,9/1/2019 0:00:00,0.00,||,|Bees|,,,||,||,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,||,|Free|,|Free|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,367
|0106.41.00.10|,1/1/2017 0:00:00,0.00,||,|Honey bees, not including queen bees|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,368
|0106.41.00.20|,1/1/2012 0:00:00,0.00,||,|Queen bees|,,,||,|NMB|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,369
|0106.41.00.90|,1/1/2012 0:00:00,0.00,||,|Other|,,,||,|-  |,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,370
|0106.49.00|,9/1/2019 0:00:00,0.00,||,|Other|,,,||,||,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,||,|Free|,|Free|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,371
|0106.49.00.00|,1/1/2012 0:00:00,0.00,||,|Other|,,,||,|-  |,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,||,|Free|,|Free|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,372
|0106.90.00|,9/1/2019 0:00:00,0.00,||,|Other|,,,||,||,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,||,|Free|,|Free|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,373
|0106.90.00.10|,1/1/2012 0:00:00,0.00,||,|Bait|,,,||,|-  |,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,374
|0106.90.00.20|,1/1/2017 0:00:00,0.00,||,|Amphibians|,,,||,|NMB|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,375
|0106.90.00.90|,1/1/2002 0:00:00,0.00,||,|Other|,,,||,|-  |,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,376
|02.01|,1/1/1998 0:00:00,0.00,||,|Meat of bovine animals, fresh or chilled.|,,,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,377
|0201.10|,1/1/1998 0:00:00,0.00,||,|Carcasses and half-carcasses|,,,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,378
|0201.10.10|,9/1/2019 0:00:00,0.00,||,|Within access commitment|,,,||,||,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,||,|Free|,|Free|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,379
|0201.10.10.10|,1/1/1998 0:00:00,0.00,||,|Veal|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,380
|0201.10.10.90|,1/1/1998 0:00:00,0.00,||,|Other|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,381
|0201.10.20|,1/1/2020 0:00:00,1.00,||,|Over access commitment|,,,||,||,|26.5 %|,||,||,||,|Free|,|Free|,||,|Free|,|Free|,||,||,|Free|,||,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|13 %|,382
|0201.10.20.10|,1/1/1998 0:00:00,0.00,||,|Veal|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,383
|0201.10.20.90|,1/1/1998 0:00:00,0.00,||,|Other|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,384
|0201.20|,1/1/1998 0:00:00,0.00,||,|Other cuts with bone in|,,,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,385
|0201.20.10|,9/1/2019 0:00:00,0.00,||,|Within access commitment|,,,||,||,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,||,|Free|,|Free|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,386
|0201.20.10.10|,1/1/1998 0:00:00,0.00,||,|Veal|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,387
|0201.20.10.80|,1/1/2014 0:00:00,0.00,||,|Other, processed
|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,388
|0201.20.10.9|,1/1/1998 0:00:00,0.00,,|Other:|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389
|0201.20.10.93|,1/1/1998 0:00:00,0.00,||,|Loin|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,390
|0201.20.10.99|,1/1/1998 0:00:00,0.00,||,|Other|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,391
|0201.20.20|,1/1/2020 0:00:00,1.00,||,|Over access commitment|,,,||,||,|26.5 %|,||,||,||,|Free|,|Free|,||,|Free|,|Free|,||,||,|Free|,||,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|13 %|,392
|0201.20.20.10|,1/1/1998 0:00:00,0.00,||,|Veal|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,393
|0201.20.20.30|,6/6/2014 0:00:00,0.00,||,|Of bison
|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,394
|0201.20.20.9|,1/1/1998 0:00:00,0.00,,|Other:|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395
|0201.20.20.91|,1/1/1998 0:00:00,0.00,||,|Rib|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,396
|0201.20.20.93|,1/1/1998 0:00:00,0.00,||,|Loin|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,397
|0201.20.20.99|,1/1/1998 0:00:00,0.00,||,|Other|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,398
|0201.30|,1/1/1998 0:00:00,0.00,||,|Boneless|,,,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,399
|0201.30.10|,9/1/2019 0:00:00,0.00,||,|Within access commitment|,,,||,||,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,||,|Free|,|Free|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,400
|0201.30.10.10|,1/1/1998 0:00:00,0.00,||,|Veal|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,401
|0201.30.10.9|,1/1/1998 0:00:00,0.00,,|Other:|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402
|0201.30.10.95|,1/1/1998 0:00:00,0.00,||,|Loin|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,403
|0201.30.10.99|,1/1/1998 0:00:00,0.00,||,|Other|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,404
|0201.30.20|,1/1/2020 0:00:00,1.00,||,|Over access commitment|,,,||,||,|26.5 %|,||,||,||,|Free|,|Free|,||,|Free|,|Free|,||,||,|Free|,||,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|13 %|,405
|0201.30.20.10|,1/1/1998 0:00:00,0.00,||,|Veal|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,406
|0201.30.20.50|,6/6/2014 0:00:00,0.00,||,|Of bison
|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,407
|0201.30.20.60|,6/6/2014 0:00:00,0.00,||,|Other, processed
|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,408
|0201.30.20.9|,1/1/1998 0:00:00,0.00,,|Other:|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409
|0201.30.20.92|,1/1/1998 0:00:00,0.00,||,|Chuck|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,410
|0201.30.20.93|,1/1/1998 0:00:00,0.00,||,|Rib|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,411
|0201.30.20.94|,1/1/1998 0:00:00,0.00,||,|Hip|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,412
|0201.30.20.95|,1/1/1998 0:00:00,0.00,||,|Loin|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,413
|0201.30.20.99|,1/1/1998 0:00:00,0.00,||,|Other|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,414
|02.02|,1/1/1998 0:00:00,0.00,||,|Meat of bovine animals, frozen.|,,,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,415
|0202.10|,1/1/1998 0:00:00,0.00,||,|Carcasses and half-carcasses|,,,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,416
|0202.10.10|,9/1/2019 0:00:00,0.00,||,|Within access commitment|,,,||,||,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,||,|Free|,|Free|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,417
|0202.10.10.10|,1/1/1998 0:00:00,0.00,||,|Veal|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,418
|0202.10.10.90|,1/1/1998 0:00:00,0.00,||,|Other|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,419
|0202.10.20|,1/1/2020 0:00:00,1.00,||,|Over access commitment|,,,||,||,|26.5 %|,||,||,||,|Free|,|Free|,||,|Free|,|Free|,||,||,|Free|,||,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|13 %|,420
|0202.10.20.10|,1/1/1998 0:00:00,0.00,||,|Veal|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,421
|0202.10.20.90|,1/1/1998 0:00:00,0.00,||,|Other|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,422
|0202.20|,1/1/1998 0:00:00,0.00,||,|Other cuts with bone in|,,,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,423
|0202.20.10|,9/1/2019 0:00:00,0.00,||,|Within access commitment|,,,||,||,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,||,|Free|,|Free|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,424
|0202.20.10.10|,1/1/1998 0:00:00,0.00,||,|Veal|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,425
|0202.20.10.90|,1/1/2017 0:00:00,0.00,||,|Other|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,426
|0202.20.20|,1/1/2020 0:00:00,1.00,||,|Over access commitment|,,,||,||,|26.5 %|,||,||,||,|Free|,|Free|,||,|Free|,|Free|,||,||,|Free|,||,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|13 %|,427
|0202.20.20.10|,1/1/1998 0:00:00,0.00,||,|Veal|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,428
|0202.20.20.30|,6/6/2014 0:00:00,0.00,||,|Of bison
|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,429
|0202.20.20.90|,1/1/2017 0:00:00,0.00,||,|Other|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,430
|0202.30|,1/1/1998 0:00:00,0.00,||,|Boneless|,,,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,431
|0202.30.10|,9/1/2019 0:00:00,0.00,||,|Within access commitment|,,,||,||,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,||,|Free|,|Free|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,432
|0202.30.10.10|,1/1/1998 0:00:00,0.00,||,|Veal|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,433
|0202.30.10.70|,1/1/2014 0:00:00,0.00,||,|Other, processed
|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,434
|0202.30.10.8|,1/1/2014 0:00:00,0.00,,|Other, quarters:|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435
|0202.30.10.81|,1/1/2014 0:00:00,0.00,||,|Forequarter
|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,436
|0202.30.10.82|,1/1/2014 0:00:00,0.00,||,|Hindquarter
|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,437
|0202.30.10.9|,1/1/1998 0:00:00,0.00,,|Other:|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438
|0202.30.10.95|,1/1/1998 0:00:00,0.00,||,|Eye of round, outside round, inside round, outside flat and sirloin tip|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,439
|0202.30.10.96|,1/1/2014 0:00:00,0.00,||,|Hip
|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,440
|0202.30.10.97|,1/1/1998 0:00:00,0.00,||,|Loin|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,441
|0202.30.10.99|,1/1/1998 0:00:00,0.00,||,|Other|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,442
|0202.30.20|,1/1/2020 0:00:00,1.00,||,|Over access commitment|,,,||,||,|26.5 %|,||,||,||,|Free|,|Free|,||,|Free|,|Free|,||,||,|Free|,||,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|13 %|,443
|0202.30.20.10|,1/1/1998 0:00:00,0.00,||,|Veal|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,444
|0202.30.20.50|,6/6/2014 0:00:00,0.00,||,|Of bison
|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,445
|0202.30.20.9|,1/1/1998 0:00:00,0.00,,|Other:|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446
|0202.30.20.95|,1/1/1998 0:00:00,0.00,||,|Eye of round, outside round, inside round, outside flat and sirloin tip|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,447
|0202.30.20.97|,1/1/1998 0:00:00,0.00,||,|Loin|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,448
|0202.30.20.99|,1/1/1998 0:00:00,0.00,||,|Other|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,449
|02.03|,1/1/1998 0:00:00,0.00,||,|Meat of swine, fresh, chilled or frozen.|,,,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,450
|0203.1|,1/1/1998 0:00:00,0.00,,|Fresh or chilled:|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451
|0203.11.00|,9/1/2019 0:00:00,0.00,||,|Carcasses and half-carcasses|,,,||,||,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,||,|Free|,|Free|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,452
|0203.11.00.00|,1/1/1998 0:00:00,0.00,||,|Carcasses and half-carcasses|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,||,|Free|,|Free|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,453
|0203.12.00|,9/1/2019 0:00:00,0.00,||,|Hams, shoulders and cuts thereof, with bone in|,,,||,||,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,||,|Free|,|Free|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,454
|0203.12.00.00|,1/1/1998 0:00:00,0.00,||,|Hams, shoulders and cuts thereof, with bone in|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,||,|Free|,|Free|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,455
|0203.19.00|,9/1/2019 0:00:00,0.00,||,|Other|,,,||,||,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,||,|Free|,|Free|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,456
|0203.19.00.10|,1/1/1998 0:00:00,0.00,||,|Spare ribs|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,457
|0203.19.00.20|,1/1/2012 0:00:00,0.00,||,|Back ribs|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,458
|0203.19.00.9|,1/1/1998 0:00:00,0.00,,|Other:|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459
|0203.19.00.91|,1/1/1998 0:00:00,0.00,||,|Processed|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,460
|0203.19.00.99|,1/1/1998 0:00:00,0.00,||,|Other|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,461
|0203.2|,1/1/1998 0:00:00,0.00,,|Frozen:|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462
|0203.21.00|,9/1/2019 0:00:00,0.00,||,|Carcasses and half-carcasses|,,,||,||,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,||,|Free|,|Free|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,463
|0203.21.00.00|,1/1/1998 0:00:00,0.00,||,|Carcasses and half-carcasses|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,||,|Free|,|Free|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,464
|0203.22.00|,9/1/2019 0:00:00,0.00,||,|Hams, shoulders and cuts thereof, with bone in|,,,||,||,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,||,|Free|,|Free|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,465
|0203.22.00.00|,1/1/1998 0:00:00,0.00,||,|Hams, shoulders and cuts thereof, with bone in|,,,||,|KGM|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,||,|Free|,|Free|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,466
|0203.29.00|,9/1/2019 0:00:00,0.00,||,|Other|,,,||,||,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,||,|Free|,|Free|,|Free|,||,||,||,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,|Free|,467
|0203.29.00.10|,1/1/1998 0:00:00,0.00,||,|Spare ribs|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,468
|0203.29.00.20|,1/1/2012 0:00:00,0.00,||,|Back ribs|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,469
|0203.29.00.90|,1/1/1998 0:00:00,0.00,||,|Other|,,,||,|KGM|,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,470
|02.04|,1/1/1998 0:00:00,0.00,||,|Meat of sheep or goats, fresh, chilled or frozen.|,,,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,||,471
